Attribute,Description,Required,columnType,DependsOn,Source,Parent,Valid Values
sampleBatchSizeUnit,The unit of measurement for number of samples in a batch,False,STRING,,Sage Bionetworks,ManifestColumn,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherSampleBatchSizeUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU,AI,AU/ml,DK units/ml,HAU,IU,IU/ml,Kallikrein Inactivator Unit per Milliliter,M,MOI,NPX,Not Specified,OtherSampleBatchSizeUnit ,PFU,PFUe,Pound,TCID50,bp,g/dl,g/l,gm,iu/l,kg,l,mM,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,nM,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,optical density,pM,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,uM,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,umol/l,units/ml"
technologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment. ,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,Sage Bionetworks,ManifestColumn,"Affymetrix Genome-Wide Human SNP 5.0 Array, Affymetrix Genome-Wide Human SNP 6.0 Array, Affymetrix Human Gene 1.0 ST Array, Affymetrix Human Genome U133 Plus 2.0 Array, Affymetrix U133AB, Agilent 44Karray, BGISEQ-500, Bionano Irys, Cherry Imaging FACE Platform, Cherry Imaging TRACE Platform, Chromium X, EnVision 2103 Multiplate Reader, Illumina 1M, Illumina Genome Analyzer IIx, Illumina HiSeq 2000, Illumina HiSeq 2500, Illumina HiSeq 3000, Illumina HiSeq 4000, Illumina HiSeq X, Illumina Human660W-Quad v1.0 BeadChip, Illumina HumanHap300, Illumina HumanMethylation450, Illumina HumanOmni1-Quadv1.0, Illumina HumanOmniExpress-24 v1.0 BeadChip, Illumina HumanOmniExpress-24 v1.2 BeadChip, Illumina Infinium MethylationEPIC BeadChip v1.0 (850k), Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq, Illumina MouseWG-6 v2.0 expression BeadChip, Illumina NextSeq 1000, Illumina NextSeq 2000, Illumina NextSeq 500, Illumina NextSeq 550, Illumina NovaSeq 6000, Illumina Omni2pt5M, Illumina Omni5M, Illumina WholeGenome DASL, Illumina h650, Infinium HumanOmniExpressExome, LI-COR Odyssey CLx, LTQ Orbitrap XL, LifeViz Infinity System, LifeViz Micro System, Nanostring Counter, Nanostring GeoMx, Not Specified, Not applicable, Not collected, Olympus DP80, Orbitrap Fusion Lumos Tribrid, OtherTechnologyPlatformVersion, PacBio RS II, PacBio Sequel II System, PacBio Sequel IIe System, Perlegen 300Karray, Promega GloMax Discover, Q Exative HF, Spectramax M Series, Unknown, Vectra H1 3D Imaging System, Vevo 3100 Imaging System, Zeiss LSM 980, scale,10x Visium Spatial Gene Expression"
acquisitionMode,"The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003213,ManifestColumn,
acquisitionSoftware,"The name of the acquisition software used.,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,http://purl.obolibrary.org/obo/MS_1001455,ManifestColumn,
acquistionSoftwareVersion,"The version number of software used.,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,NUMBER,,Sage Bionetworks,ManifestColumn,
batchSize,The number of samples,False,NUMBER,,Sage Bionetworks,ManifestColumn,
batchSizeUnit,The unit of measurement for number of samples in a batch,False,STRING,,Sage Bionetworks,ManifestColumn,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherBatchSizeUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU,AI,AU/ml,DK units/ml,HAU,IU,IU/ml,Kallikrein Inactivator Unit per Milliliter,M,MOI,NPX,Not Specified,OtherBatchSizeUnit ,PFU,PFUe,Pound,TCID50,bp,g/dl,g/l,gm,iu/l,kg,l,mM,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,nM,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,optical density,pM,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,uM,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,umol/l,units/ml"
controlType,"Control samples suitable for normalization and batch correction.,Possible example values:,GIS,GoldenWest,NIST SRM 1950,AIBL pool, ,Baker pool, ,water plus Baker ISTD,study pool,internal standards,Other,Unknown,Not collected,Not applicable,Not specified",False,STRING,,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,ManifestColumn,"AIBL pool, Baker pool, GoldenWest, NIST SRM 1950, Not Specified, Not applicable, Not collected, Other, Unknown, internal standards, study pool, water plus Baker ISTD,GIS"
databaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,http://purl.obolibrary.org/obo/MS_1001013,ManifestColumn,"HMDB, Metlin, NIST17, Not Specified, Not applicable, Not collected, OtherDatabaseName, Unknown,MassBank of North America (MoNA)"
databaseSource,"The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).",False,STRING,,http://purl.obolibrary.org/obo/MS_1001012,ManifestColumn,"Not Specified, Not applicable, Not collected, Unknown,OtherDatabaseSource"
databaseWeblink,"An internet address that may provide details of a database or software search, as well as for labs that generate their own search method (web link).,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",False,STRING,,"DSLWG,Sage Bionetworks",ManifestColumn,
experiementalBatchSize,The number of samples ,False,NUMBER,,Sage Bionetworks,ManifestColumn,
experiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,False,STRING,,Sage Bionetworks,ManifestColumn,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherExperiementalBatchSizeUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU"
extractionMethod,"The name of the process used to separate a desired component of an input material from the remainder.,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,http://purl.obolibrary.org/obo/OBI_0302884,ManifestColumn,"Not Specified, Not applicable, Not collected,Unknown"
gasFlowTemperature,"e.g., nebulization gas, cone gas, etc.,Unit of measure: ,C,F,K,Not specified",False,NUMBER,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,
gasFlowTemperatureUnit,Unit of gas flow temperature,False,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"F, K, Not Specified,C"
hasAssayControl,"Boolean flag indicating whether or not a specimen is a technical or assay control. Examples include study pools or reference pools, blanks, or internal standards.",True,BOOLEAN,,Sage Bionetworks,ManifestColumn,"No,No,Yes,YesHasAssayControl,YesHasAssayControl"
ionProperty,Ion charge state (positive or negative-ion analysis),False,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"Negative,Positive"
lensVoltages,"The skimmer/focusing lens voltages e.g., capillary voltage, etc.",False,NUMBER,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,
lensVoltagesUnit,Unit of lens voltages,False,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherLensVoltagesUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU"
msAnalyteType,"The type of biospecimen subjected to analysis (ex., peptide, protein, metabolite, lipid),Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",False,STRING,,http://purl.obolibrary.org/obo/NCIT_C156434,ManifestColumn,"Lipid, Not Specified, Not applicable, Not collected, Other, Unknown, metabolite,Protein"
msAnalyzerTypeMS1,"Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS1, Exploris 240Exploris 480quadrupole time-of-flight, Not Specified, Not applicable, Not collected, Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive, Q Exactive HF, Q Exactive HF-X, Q Exactive Plus, Unknown, Xevo G2 QTOF, Xevo TQ-S, time-of-flight, triple quadrupole,Bruker Avance III,Exploris 240,Exploris 480,LTQ Orbitrap XL,Orbitrap Fusion,Orbitrap Fusion Lumos,OtherMsAnalyzerTypeMS1 ,Q Exactive,Q Exactive HF,Q Exactive HF-X,Q Exactive Plus,TimsTOF Pro,Xevo G2 QTOF,Xevo TQ-S,quadrupole time-of-flight,time-of-flight,triple quadrupole"
msAnalyzerTypeMS2,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS2, Exploris 240Exploris 480quadrupole time-of-flight, Not Specified, Not applicable, Not collected, Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive, Q Exactive HF, Q Exactive HF-X, Q Exactive Plus, Unknown, Xevo G2 QTOF, Xevo TQ-S, time-of-flight, triple quadrupole,Bruker Avance III,Exploris 240,Exploris 480,LTQ Orbitrap XL,Orbitrap Fusion,Orbitrap Fusion Lumos,OtherMsAnalyzerTypeMS2 ,Q Exactive,Q Exactive HF,Q Exactive HF-X,Q Exactive Plus,TimsTOF Pro,Xevo G2 QTOF,Xevo TQ-S,quadrupole time-of-flight,time-of-flight,triple quadrupole"
msAssayTechnique,"Specified the mass spectrometer technique used or the name of the proteomics assay used (ex. DDA),Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,"DSLWG,Sage Bionetworks",ManifestColumn,"DIA-MS, FIA-MSMS, HPLC-MSMS, LC-MS, LC-MSMS, LC-SRMOtherMsAssayTechnique, MDMS-SL, MIB-MS, Not Specified, Not applicable, Not collected, UPLC-ESI-QTOF-MS, UPLC-MSMS, Unknown,DDA-MS"
msTarget,Specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,True,STRING,,Sage Bionetworks,ManifestColumn,"Not Specified, Not applicable, Not collected, UnTargetedMsTarget, Unknown,Targeted,TargetedMsTarget,TargetedMsTarget ,Untargeted"
sampleIntroduction,"The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate. ,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,"Proposed minimum metadata relative to mass spectrometry  ,Sage Bionetworks",ManifestColumn,"Not Specified, Not applicable, Not collected, Unknown,Other"
samplePrepProtocol,"An internet address that may provide more details of the protocol information (web link).,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",False,STRING,,Sage Bionetworks,ManifestColumn,
sampleType,"The type of sample collected or the term used to describe the source of a biospecimen used for a laboratory test.,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,"ImmPort,Sage Bionetworks",ManifestColumn,"Amniotic Fluid,Appendix,B cell,Basophils,Bone,Bone Marrow,Brachial lymph node,Breast Milk,Bronchoalveolar Lavage Fluid,Carbohydrate,Cell culture supernatant,Cerebrospinal Fluid,Cervical lymph nodes,Colon,Colonic Lamina Propria,Convalescent Plasma,Cord blood,DNA,Dendritic cell,Dermis,Dried Blood Spot,Endotracheal aspirate,Epithelium,Feces,Fibroblast,Gastric lamina propria,Ileum,Inguinal lymph node,Jejunum,Kidney,Leukocytes,Lipid,Liver,Lung,Lung lymph node,Lymph node,Lymphocyte,Macrophage,Mesenteric lymph node,Monocyte,Mouse Ear,NK cell,Nasal Swab,Nasal Swab or Nose Specimen,Nasal lavage fluid,Nasopharyngeal Swab Specimen,Negative Control,Neutrophil,Not Specified,Optic Nerve,Organoids,Oropharyngeal Swab Specimen,Osteoblasts,OtherSampleType,PBL,PBMC,Pancreas,Pancreatic Stellate Cells,Placenta,Plasma,Pooled Sample,Popliteal lymph node,Positive Control,Protein,Rectal Swab Specimen,Red Blood Cell,Saliva,Salivary Glands,Serum,Skin of body,Small intestine,Spleen,Sputum,Stomach,Synovial fluid,Synovial tissue,T cell,Thymus,Tonsil,Trachea,Tumor Tissue,Umbilical cord blood,Urinary bladder,Urine,Vagina,Whole blood,brain,cell line"
specimenID,"Identifying string linked to a particular sample or specimen, provided by the data contributor",True,STRING,,Sage Bionetworks,ManifestColumn,
spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),True,NUMBER,,Sage Bionetworks,ManifestColumn,
vacuumPressure,The recorded vacuum pressure value,False,NUMBER,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,
vacuumPressureUnit,Unit of vacuum pressure value,False,STRING,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"AI, AU/ml, DK units/ml, HAU, IU, IU/ml, Kallikrein Inactivator Unit per Milliliter, M, MOI, NPX, Not Specified, OtherVacuumPressureUnit, PFU, PFUe, Pound, TCID50, bpg/dl, g/l, gm, iu/l, kg, l, mM, mg, mg/dl, mg/l, mg/ml, miu/ml, ml, nM, ng, ng/dl, ng/ml, ng/nl, ng/ul, nl, optical density, pM, pg, pg/mg creatinine, pg/ml, pg/nl, pg/ul, pl, uM, ug, ug/dl, ug/l, ug/ml, ug/ul, uiu/ml, ul, umol/l, units/ml,AFU"
specifyAcquisitionBatchSizeUnits,"If ""other"" list units of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyBatchSizeUnits,"If ""other"" list the unit of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyControlType,"If ""other"" specify the control type",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyDatabaseName,"If ""other"" list the name of the search database",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyDatabaseSource,"If ""other"" list the name of the database source",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyExperimentalBatchSizeUnits,"If ""other"" list units of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyLensVoltageUnits,"If ""other"" provide the unit of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMSAnalyteType,"If ""other"" list the type of analyte ",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMSAnalyzerTypeMS1,"If ""other"" is selected list the name of the mass spectrometer analyzer used",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMSAnalyzerTypeMS2,"If ""other"" is selected list the name of the mass spectrometer analyzer used",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMSAssayTechnique,"If ""other"" is selected list the name of the mass spectrometer technique used or the name of the proteomics assay used",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMSInstrumentModel,"If ""other"" is selected list the name of the instrument model",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMeasurementTechnique,"If ""other"" is selected list the name of the measurement technique used",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyPlatformLocation,"If ""other"" list the name of the platform location",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyPlatformVersion,"If ""other"" list the name of the platform version",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyProcessingBatchSizeUnit,"If ""other"" list units of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifySampleBatchSizeUnits,"If ""other"" list the unit of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
specifySampleIntroduction,"If ""other"" list the name of the sample introduction",False,STRING,,Sage Bionetworks,ManifestColumn,
specifySampleType,"If ""other"" is selected list the type of sample",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyVacuumPressueUnits,"If ""other"" provide the unit of measure",False,STRING,,Sage Bionetworks,ManifestColumn,
hasIonizationSource,Were the ionization conditions recorded to enable reproduction of the experiment,True,,,"Proposed minimum metadata relative to mass spectrometry ,Sage Bionetworks",ManifestColumn,"No,YesHasIonizationSource"
msInstrumentModel,The model of the mass spectrometer  used,True,,,"Proposed minimum metadata relative to mass spectrometry  ,Sage Bionetworks",ManifestColumn,
Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,ManifestColumn,
