Key,Key Description,Type,Source,Module
Dense Connective Tissue,nan,,nan,Metadata
Dental Pulp,nan,,nan,Metadata
Dentin,nan,,nan,Metadata
Dermal Papilla,nan,,nan,Metadata
Dermis,nan,,nan,Metadata
Dermo-Epidermal Junction,nan,,nan,Metadata
Descemet's Membrane,nan,,nan,Metadata
Digestive System Lamina Propria,nan,,nan,Metadata
Duct Salivary Gland System,nan,,nan,Metadata
Ductal Epithelium,nan,,nan,Metadata
Duodenal Mucosa,nan,,nan,Metadata
Dura Mater,nan,,nan,Metadata
Ectocervical Mucosa,nan,,nan,Metadata
Ectoderm,nan,,nan,Metadata
Efferent Ductule Epithelium,nan,,nan,Metadata
Elastic Cartilage,nan,,nan,Metadata
Embryonic Connective Tissue,nan,,nan,Metadata
Embryonic Tissue,nan,,nan,Metadata
Enamel,nan,,nan,Metadata
Endocervical Glandular Epithelium,nan,,nan,Metadata
Endocervical Mucosa,nan,,nan,Metadata
Endocrine Reproductive Tissue,nan,,nan,Metadata
Endoderm,nan,,nan,Metadata
Endometrial Tissue,nan,,nan,Metadata
Endometrium,nan,,nan,Metadata
Endoneurium,nan,,nan,Metadata
Endosteum,nan,,nan,Metadata
Endothelium,nan,,nan,Metadata
Endothelium of the Glomerular Capillary,nan,,nan,Metadata
Ependyma,nan,,nan,Metadata
Ependyma and Remnants of the Central Canal of the Spinal Cord,nan,,nan,Metadata
Epidermis,nan,,nan,Metadata
Epineurium,nan,,nan,Metadata
Episclera,nan,,nan,Metadata
Epithelial Tissue,nan,,nan,Metadata
Epithelium,nan,,nan,Metadata
Esophageal Epithelium,nan,,nan,Metadata
Esophageal Lamina Propria,nan,,nan,Metadata
Esophageal Mucosa,nan,,nan,Metadata
Esophageal Muscular Coat,nan,,nan,Metadata
Esophageal Muscularis Mucosa,nan,,nan,Metadata
Esophageal Serosal Surface,nan,,nan,Metadata
Esophageal Squamous Epithelium,nan,,nan,Metadata
Esophageal Tissue,nan,,nan,Metadata
External Elastic Membrane,nan,,nan,Metadata
External Granular Layer of the Cerebral Cortex,nan,,nan,Metadata
External Pyramidal Cell Layer of the Cerebral Cortex,nan,,nan,Metadata
Extracapsular Tissue,nan,,nan,Metadata
Extracellular Matrix,nan,,nan,Metadata
Extrahepatic Bile Duct Epithelium,nan,,nan,Metadata
Eyelid Connective Tissue,nan,,nan,Metadata
Eyelid Subcutaneous Connective Tissue,nan,,nan,Metadata
Fascicle,nan,,nan,Metadata
Fat Pad,nan,,nan,Metadata
Fibroadipose Tissue,nan,,nan,Metadata
Fibrocartilage,nan,,nan,Metadata
Fibrous Tissue,nan,,nan,Metadata
Foramen Apicis Dentis,nan,,nan,Metadata
Fourth Ventricle Ependyma,nan,,nan,Metadata
Gallbladder Epithelium,nan,,nan,Metadata
Gallbladder Lamina Propria,nan,,nan,Metadata
Gallbladder Serosal Surface,nan,,nan,Metadata
Gallbladder Smooth Muscle Tissue,nan,,nan,Metadata
Ganglion Cell Layer,nan,,nan,Metadata
Ganglionic Layer of the Cerebral Cortex,nan,,nan,Metadata
Gastric Mucosa,nan,,nan,Metadata
Gastric Muscular Coat,nan,,nan,Metadata
Gastric Muscularis Mucosa,nan,,nan,Metadata
Gastric Serosal Surface,nan,,nan,Metadata
Gastric Submucosa,nan,,nan,Metadata
Gastric Tissue,nan,,nan,Metadata
Genital Tubercle,nan,,nan,Metadata
Germinal Center,nan,,nan,Metadata
Germinal Epithelium,nan,,nan,Metadata
Germinal Layer,nan,,nan,Metadata
Germinative Follicular Epithelium,nan,,nan,Metadata
Gingiva,nan,,nan,Metadata
Gingival Epithelium,nan,,nan,Metadata
Gingival Mucosa,nan,,nan,Metadata
Glandular Epithelial Tissue,nan,,nan,Metadata
Glandular Epithelium,nan,,nan,Metadata
Glomerular Basement Membrane,nan,,nan,Metadata
Granular Layer of the Cerebellum,nan,,nan,Metadata
Gray Matter,nan,,nan,Metadata
Gray Matter of the Spinal Cord,nan,,nan,Metadata
Gubernaculum Testis,nan,,nan,Metadata
Gut Epithelium,nan,,nan,Metadata
Gut-Associated Lymphoid Tissue,nan,,nan,Metadata
Hassall's Corpuscle,nan,,nan,Metadata
Haversian Canal,nan,,nan,Metadata
Haversian System,nan,,nan,Metadata
Heart Valve Tissue,nan,,nan,Metadata
Hematopoietic Tissue,nan,,nan,Metadata
Hematopoietic and Lymphoid Tissue,nan,,nan,Metadata
Hepatic Lobule,nan,,nan,Metadata
Hepatic Sinusoid,nan,,nan,Metadata
Hepatic Tissue,nan,,nan,Metadata
Hepatobiliary Tissue,nan,,nan,Metadata
Hyaline Cartilage,nan,,nan,Metadata
Iliotibial Band,nan,,nan,Metadata
Immature Bone,nan,,nan,Metadata
Inner Enamel Epithelium,nan,,nan,Metadata
Inner Limiting Membrane,nan,,nan,Metadata
Inner Membrane Amniotic Membrane Tissue,nan,,nan,Metadata
Inner Nuclear Layer,nan,,nan,Metadata
Inner Plexiform Layer,nan,,nan,Metadata
Interfollicular Area of the Lymph Node,nan,,nan,Metadata
Intermediate Mesoderm,nan,,nan,Metadata
Internal Elastic Membrane,nan,,nan,Metadata
Internal Granular Layer of the Cerebellum,nan,,nan,Metadata
Internal Granular Layer of the Cerebral Cortex,nan,,nan,Metadata
Intestinal Epithelium,nan,,nan,Metadata
Intestinal Mucosa,nan,,nan,Metadata
Intestinal Serosal Surface,nan,,nan,Metadata
Intestinal Smooth Muscle Tissue,nan,,nan,Metadata
Intestinal Wall Tissue,nan,,nan,Metadata
Intrahepatic Bile Duct Epithelium,nan,,nan,Metadata
Intraparenchymal,nan,,nan,Metadata
Irregular Dense Connective Tissue,nan,,nan,Metadata
Islet of Langerhans,nan,,nan,Metadata
Joint Capsule,nan,,nan,Metadata
Juxtaglomerular Apparatus,nan,,nan,Metadata
Lactiferous Duct,nan,,nan,Metadata
Lamella of Harvesian System,nan,,nan,Metadata
Lamina Propria,nan,,nan,Metadata
Large Intestinal Lamina Propria,nan,,nan,Metadata
Large Intestinal Mucosa,nan,,nan,Metadata
Large Intestinal Muscular Coat,nan,,nan,Metadata
Large Intestinal Muscularis Mucosa,nan,,nan,Metadata
Large Intestinal Serosal Surface,nan,,nan,Metadata
Large Intestinal Submucosa,nan,,nan,Metadata
Large Intestinal Wall Tissue,nan,,nan,Metadata
Laryngeal Connective Tissue,nan,,nan,Metadata
Laryngeal Epithelium,nan,,nan,Metadata
Laryngeal Mucosa,nan,,nan,Metadata
Lateral Mesoderm,nan,,nan,Metadata
Lateral Ventricle Ependyma,nan,,nan,Metadata
Layer of the Ophthalmic Nerve Fibers,nan,,nan,Metadata
Layer of the Rods and Cones,nan,,nan,Metadata
Left Lung Alveolar Duct,nan,,nan,Metadata
Leptomeninges,nan,,nan,Metadata
Liver Acinus,nan,,nan,Metadata
Loose Connective Tissue,nan,,nan,Metadata
Lower Gingiva,nan,,nan,Metadata
Lung Tissue,nan,,nan,Metadata
Lymph Node Cortex,nan,,nan,Metadata
Lymph Node Germinal Center,nan,,nan,Metadata
Lymph Node Lymphoid Follicle,nan,,nan,Metadata
Lymph Node Medullary Portion,nan,,nan,Metadata
Lymph Node Sinus,nan,,nan,Metadata
Lymph Node Subcapsular Sinus,nan,,nan,Metadata
Lymph Node Tissue,nan,,nan,Metadata
Lymph Node Trabecula,nan,,nan,Metadata
Lymphatic Vessel Endothelium,nan,,nan,Metadata
Lymphatic Vessel Smooth Muscle Tissue,nan,,nan,Metadata
Lymphoid Follicle,nan,,nan,Metadata
Lymphoid Tissue,nan,,nan,Metadata
Mammary Epithelium,nan,,nan,Metadata
Mammary Gland Tissue,nan,,nan,Metadata
Mantle Zone,nan,,nan,Metadata
Marginal Zone,nan,,nan,Metadata
Marginal Zone of the Lymph Node,nan,,nan,Metadata
Mature Bone,nan,,nan,Metadata
Mediastinal Pleura,nan,,nan,Metadata
Mediastinal Soft Tissue,nan,,nan,Metadata
Medullary Bone,nan,,nan,Metadata
Membrane,nan,,nan,Metadata
Membrane of Reissner,nan,,nan,Metadata
Membrane of the Brain or Spinal Cord,nan,,nan,Metadata
Meningeal Layer of the Dura Mater,nan,,nan,Metadata
Meninges,nan,,nan,Metadata
Mesangium,nan,,nan,Metadata
Mesenchyme,nan,,nan,Metadata
Mesoderm,nan,,nan,Metadata
Mesonephric Remnants,nan,,nan,Metadata
Mesothelium,nan,,nan,Metadata
Molecular Layer of the Cerebellum,nan,,nan,Metadata
Molecular Layer of the Cerebral Cortex,nan,,nan,Metadata
Mucosa,nan,,nan,Metadata
Mucosa of the Lip,nan,,nan,Metadata
Mucosa of the Lower Lip,nan,,nan,Metadata
Mucosa of the Upper Lip,nan,,nan,Metadata
Mucosa-Associated Lymphoid Tissue,nan,,nan,Metadata
Mucous Connective Tissue,nan,,nan,Metadata
Multiform Cell Layer of the Cerebral Cortex,nan,,nan,Metadata
Muscle Layer,nan,,nan,Metadata
Muscle Tissue,nan,,nan,Metadata
Muscularis Mucosa,nan,,nan,Metadata
Myelin Sheath,nan,,nan,Metadata
Myocardium,nan,,nan,Metadata
Myometrium,nan,,nan,Metadata
Nasal Cavity Epithelium,nan,,nan,Metadata
Nasal Cavity Respiratory Epithelium,nan,,nan,Metadata
Nasal Mucosa,nan,,nan,Metadata
Nasal Soft Tissue,nan,,nan,Metadata
Nasopharynx Epithelium,nan,,nan,Metadata
Nephron,nan,,nan,Metadata
Nerve Sheath,nan,,nan,Metadata
Nerve Tissue,nan,,nan,Metadata
Nerve Tissue,nan,,nan,Metadata
Nerve Tissue and Nerve Sheaths,nan,,nan,Metadata
Nerve Tissue,nan,,nan,Metadata
Nerve Tissue,nan,,nan,Metadata
 Neuroepithelial Tissue,nan,,nan,Metadata
 and Nerve Sheaths,nan,,nan,Metadata
Neural Retina,nan,,nan,Metadata
Neuroectoderm,nan,,nan,Metadata
Neuroendocrine Tissue,nan,,nan,Metadata
Neuroepithelial Tissue,nan,,nan,Metadata
Neuropil,nan,,nan,Metadata
Nodular Parenchymal Tissue,nan,,nan,Metadata
Non-Cellular Component,nan,,nan,Metadata
Non-Valve Cardiac Conduit Tissue,nan,,nan,Metadata
Not applicable,nan,,nan,Metadata
Not collected,nan,,nan,Metadata
Ocular Tissue,nan,,nan,Metadata
Odontogenic Ectomesenchyme,nan,,nan,Metadata
Odontogenic Epithelium,nan,,nan,Metadata
Odontogenic Tissue,nan,,nan,Metadata
Olfactory Epithelium,nan,,nan,Metadata
Olfactory Mucosa,nan,,nan,Metadata
Oral Cavity Epithelium,nan,,nan,Metadata
Oral Mucosa,nan,,nan,Metadata
Oropharyngeal Lymphoid Tissue,nan,,nan,Metadata
Oropharyngeal Soft Tissue,nan,,nan,Metadata
Oropharyngeal Tissue,nan,,nan,Metadata
Oropharynx Epithelium,nan,,nan,Metadata
Osteoid,nan,,nan,Metadata
Other,nan,,nan,Metadata
Outer Enamel Epithelium,nan,,nan,Metadata
Outer Limiting Membrane,nan,,nan,Metadata
Outer Nuclear Layer,nan,,nan,Metadata
Outer Plexiform Layer,nan,,nan,Metadata
Ovarian Cortex,nan,,nan,Metadata
Ovarian Medulla,nan,,nan,Metadata
Ovarian Surface Epithelium,nan,,nan,Metadata
Ovarian Tissue,nan,,nan,Metadata
Palpebral Conjunctiva,nan,,nan,Metadata
Pancreatic Acinus,nan,,nan,Metadata
Papillary Dermis,nan,,nan,Metadata
Papillary-Reticular Dermal Interface,nan,,nan,Metadata
Parametrium,nan,,nan,Metadata
Paranasal Sinus Epithelium,nan,,nan,Metadata
Paratesticular Soft Tissue,nan,,nan,Metadata
Parathyroid Gland Epithelial Tissue,nan,,nan,Metadata
Parathyroid Gland Follicle,nan,,nan,Metadata
Parathyroid Gland Tissue,nan,,nan,Metadata
Paraxial Mesoderm,nan,,nan,Metadata
Parenchyma,nan,,nan,Metadata
Parietal Pleura,nan,,nan,Metadata
Pelvic Peritoneum,nan,,nan,Metadata
Penis Erectile Tissue,nan,,nan,Metadata
Perforating Canal,nan,,nan,Metadata
Periarteriolar Lymphoid Sheath,nan,,nan,Metadata
Pericardium,nan,,nan,Metadata
Perineural Tissue,nan,,nan,Metadata
Perineurium,nan,,nan,Metadata
Periodontium,nan,,nan,Metadata
Periorbital Soft Tissue,nan,,nan,Metadata
Periosteum,nan,,nan,Metadata
Peripheral Nerve Sheath,nan,,nan,Metadata
Peripheral Zone of the Prostatic Parenchyma,nan,,nan,Metadata
Perisinusoidal Space,nan,,nan,Metadata
Peritoneum,nan,,nan,Metadata
Periurethral Zone of the Prostatic Parenchyma,nan,,nan,Metadata
Peyer Patch,nan,,nan,Metadata
Peyer Patch Germinal Center,nan,,nan,Metadata
Peyer Patch Lymphoid Follicle,nan,,nan,Metadata
Pia Mater,nan,,nan,Metadata
Pigment Epithelium,nan,,nan,Metadata
Pineal Parenchyma,nan,,nan,Metadata
Placenta Tissue without Amniotic Elements,nan,,nan,Metadata
Pleura,nan,,nan,Metadata
Portal Lobule,nan,,nan,Metadata
Portal Triad,nan,,nan,Metadata
Posterior Pigment Epithelium,nan,,nan,Metadata
Prefrontal Cortex,nan,,nan,Metadata
Prepuce Epithelium,nan,,nan,Metadata
Prostatic Duct Tissue,nan,,nan,Metadata
Prostatic Epithelium,nan,,nan,Metadata
Prostatic Muscular Tissue,nan,,nan,Metadata
Prostatic Stroma,nan,,nan,Metadata
Prostatic Tissue,nan,,nan,Metadata
Pseudostratified Columnar Ciliated Epithelium,nan,,nan,Metadata
Pseudostratified Columnar Epithelium,nan,,nan,Metadata
Pseudostratified Epithelium,nan,,nan,Metadata
Pulmonary Lobule,nan,,nan,Metadata
Purkinje Cell Layer of the Cerebellum,nan,,nan,Metadata
Pyramid of Ferrein,nan,,nan,Metadata
Pyramid of Malpighi,nan,,nan,Metadata
Rathke Pouch Epithelium,nan,,nan,Metadata
Regular Dense Connective Tissue,nan,,nan,Metadata
Remnants of the Central Canal of the Spinal Cord,nan,,nan,Metadata
Remnants of the Notochord,nan,,nan,Metadata
Renal Cortex,nan,,nan,Metadata
Renal Interstitial Tissue,nan,,nan,Metadata
Renal Medulla,nan,,nan,Metadata
Renal Pelvis Urothelium,nan,,nan,Metadata
Renal Pyramid,nan,,nan,Metadata
Renal Tissue,nan,,nan,Metadata
Renal Tubule Basement Membrane,nan,,nan,Metadata
Renal Tubule Epithelium,nan,,nan,Metadata
Reproductive Tissue,nan,,nan,Metadata
Respiratory Bronchiole Epithelium,nan,,nan,Metadata
Reticular Dermis,nan,,nan,Metadata
Retina Layer,nan,,nan,Metadata
Retinal Pigment Epithelium,nan,,nan,Metadata
Right Lung Alveolar Duct,nan,,nan,Metadata
Salivary Gland Tissue,nan,,nan,Metadata
Secondary Tympanic Membrane,nan,,nan,Metadata
Seminal Vesicle Epithelium,nan,,nan,Metadata
Seminiferous Epithelium,nan,,nan,Metadata
Seminiferous Tubule,nan,,nan,Metadata
Serosa,nan,,nan,Metadata
Serosal Surface of the Liver,nan,,nan,Metadata
Sheath of Schwann,nan,,nan,Metadata
Simple Columnar Epithelium,nan,,nan,Metadata
Simple Cuboidal Epithelium,nan,,nan,Metadata
Simple Epithelium,nan,,nan,Metadata
Simple Squamous Epithelium,nan,,nan,Metadata
Skeletal Muscle Tissue,nan,,nan,Metadata
Skin Tissue,nan,,nan,Metadata
Small Intestinal Lamina Propria,nan,,nan,Metadata
Small Intestinal Mucosa,nan,,nan,Metadata
Small Intestinal Muscular Coat,nan,,nan,Metadata
Small Intestinal Muscularis Mucosa,nan,,nan,Metadata
Small Intestinal Serosal Surface,nan,,nan,Metadata
Small Intestinal Submucosa,nan,,nan,Metadata
Small Intestinal Wall Tissue,nan,,nan,Metadata
Smooth Muscle Tissue,nan,,nan,Metadata
Soft Tissue,nan,,nan,Metadata
Spinal Cord Arachnoid Membrane,nan,,nan,Metadata
Spinal Cord Dura Mater,nan,,nan,Metadata
Spinal Cord Pia Mater,nan,,nan,Metadata
Spinal Meninges,nan,,nan,Metadata
Splenic Cord,nan,,nan,Metadata
Splenic Germinal Center,nan,,nan,Metadata
Splenic Lymphoid Follicle,nan,,nan,Metadata
Splenic Marginal Sinus,nan,,nan,Metadata
Splenic Marginal Zone,nan,,nan,Metadata
Splenic Pulp,nan,,nan,Metadata
Splenic Red Pulp,nan,,nan,Metadata
Splenic Sinus,nan,,nan,Metadata
Splenic Tissue,nan,,nan,Metadata
Splenic Trabecula,nan,,nan,Metadata
Splenic White Pulp,nan,,nan,Metadata
Squamous Epithelium,nan,,nan,Metadata
Stratified Columnar Epithelium,nan,,nan,Metadata
Stratified Cuboidal Epithelium,nan,,nan,Metadata
Stratified Epithelium,nan,,nan,Metadata
Stratified Squamous Epithelium,nan,,nan,Metadata
Striated Muscle Tissue,nan,,nan,Metadata
Stroma,nan,,nan,Metadata
Subcapsular Epithelium of the Lens,nan,,nan,Metadata
Subcutis,nan,,nan,Metadata
Subependymal Tissue,nan,,nan,Metadata
Submucosa,nan,,nan,Metadata
Subserosa,nan,,nan,Metadata
Substantia Nigra,nan,,nan,Metadata
Superficial Myometrium,nan,,nan,Metadata
Suprachorioid Lamina,nan,,nan,Metadata
Surface Ectoderm,nan,,nan,Metadata
Synovial Membrane,nan,,nan,Metadata
Tectorial Membrane,nan,,nan,Metadata
Terminal Bronchiole Epithelium,nan,,nan,Metadata
Terminal Ductal Lobular Unit,nan,,nan,Metadata
Testicular Tissue,nan,,nan,Metadata
Thymic Epithelial Tissue,nan,,nan,Metadata
Thymic Lobule,nan,,nan,Metadata
Thymic Lymphoid Tissue,nan,,nan,Metadata
Thymic Tissue,nan,,nan,Metadata
Thymic Trabecula,nan,,nan,Metadata
Thymus Cortex,nan,,nan,Metadata
Thymus Medulla,nan,,nan,Metadata
Thyroid Gland Epithelial Tissue,nan,,nan,Metadata
Thyroid Gland Follicle,nan,,nan,Metadata
Thyroid Gland Tissue,nan,,nan,Metadata
Tongue Epithelium,nan,,nan,Metadata
Tongue Skeletal Muscle Tissue,nan,,nan,Metadata
Tonsillar Lymphoid Tissue,nan,,nan,Metadata
Tonsillar Tissue,nan,,nan,Metadata
Trachea Basement Membrane,nan,,nan,Metadata
Trachea Lamina Propria,nan,,nan,Metadata
Trachea Smooth Muscle Tissue,nan,,nan,Metadata
Trachea Submucosa,nan,,nan,Metadata
Tracheal Epithelium,nan,,nan,Metadata
Transitional Epithelium,nan,,nan,Metadata
Transitional Zone of the Prostatic Parenchyma,nan,,nan,Metadata
Tunica Adventitia,nan,,nan,Metadata
Tunica Intima,nan,,nan,Metadata
Tunica Media,nan,,nan,Metadata
Tympanic Epithelium,nan,,nan,Metadata
Tympanic Membrane,nan,,nan,Metadata
Umbilical Cord Tissue,nan,,nan,Metadata
Unknown,nan,,nan,Metadata
Upper Gingiva,nan,,nan,Metadata
Urachal Epithelium,nan,,nan,Metadata
Urethra Epithelium,nan,,nan,Metadata
Urethra Urothelium,nan,,nan,Metadata
Urothelium,nan,,nan,Metadata
Uterus Serosal Surface,nan,,nan,Metadata
Vaginal Epithelium,nan,,nan,Metadata
Vaginal Squamous Epithelium,nan,,nan,Metadata
Vas Deferens Epithelium,nan,,nan,Metadata
Vascular Endothelium,nan,,nan,Metadata
Vascular Smooth Muscle Tissue,nan,,nan,Metadata
Vein Endothelium,nan,,nan,Metadata
Vena Cava Endothelium,nan,,nan,Metadata
Venous System Endothelium,nan,,nan,Metadata
Venous System Smooth Muscle Tissue,nan,,nan,Metadata
Ventricular Wall of the Heart,nan,,nan,Metadata
Venule Endothelium,nan,,nan,Metadata
Visceral Pleura,nan,,nan,Metadata
Visceral Striated Muscle Tissue,nan,,nan,Metadata
Waldeyer Ring,nan,,nan,Metadata
White Adipose Tissue,nan,,nan,Metadata
White Matter,nan,,nan,
White Matter of the Spinal Cord,nan,,nan,
