Attribute,Description,Required,columnType,DependsOn,Source,Parent,Valid Values
sampleType,"The type of sample collected or the term used to describe the source of a biospecimen used for a laboratory test.,Provide a value OR provide one of these values:,Unknown,Not collected,Not applicable,Not specified",True,STRING,,"ImmPort,Sage Bionetworks",ManifestColumn,"Amniotic Fluid,Appendix,B cell,Basophils,Bone,Bone Marrow,Brachial lymph node,Breast Milk,Bronchoalveolar Lavage Fluid,Carbohydrate,Cell culture supernatant,Cerebrospinal Fluid,Cervical lymph nodes,Colon,Colonic Lamina Propria,Convalescent Plasma,Cord blood,DNA,Dendritic cell,Dermis,Dried Blood Spot,Endotracheal aspirate,Epithelium,Feces,Fibroblast,Gastric lamina propria,Ileum,Inguinal lymph node,Jejunum,Kidney,Leukocytes,Lipid,Liver,Lung,Lung lymph node,Lymph node,Lymphocyte,Macrophage,Mesenteric lymph node,Monocyte,Mouse Ear,NK cell,Nasal Swab,Nasal Swab or Nose Specimen,Nasal lavage fluid,Nasopharyngeal Swab Specimen,Negative Control,Neutrophil,Not Specified,Optic Nerve,Organoids,Oropharyngeal Swab Specimen,Osteoblasts,OtherSampleType,PBL,PBMC,Pancreas,Pancreatic Stellate Cells,Placenta,Plasma,Pooled Sample,Popliteal lymph node,Positive Control,Protein,Rectal Swab Specimen,Red Blood Cell,Saliva,Salivary Glands,Serum,Skin of body,Small intestine,Spleen,Sputum,Stomach,Synovial fluid,Synovial tissue,T cell,Thymus,Tonsil,Trachea,Tumor Tissue,Umbilical cord blood,Urinary bladder,Urine,Vagina,Whole blood,brain,cell line"
specimenID,"Identifying string linked to a particular sample or specimen, provided by the data contributor",True,STRING,,Sage Bionetworks,ManifestColumn,
specifyLibraryPrep,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyLibraryPreparationMethod,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyLibraryVersion,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyMeasurementTechnique,"If ""other"" is selected list the name of the measurement technique used",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyPlatformLocation,"If ""other"" list the name of the platform location",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyPlatformVersion,"If ""other"" list the name of the platform version",False,STRING,,Sage Bionetworks,ManifestColumn,
specifyRNABatchSizeUnit,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyReadLengthUnits,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyRepositoryName,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifySampleType,"If ""other"" is selected list the type of sample",False,STRING,,Sage Bionetworks,ManifestColumn,
specifySequencingBatchSizeUnit,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
specifyTranscriptType,Value is determined by the data contributor,False,STRING,,Sage Bionetworks,ManifestColumn,
repositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,,Sage Bionetworks,ManifestColumn,"Broad Single Cell Portal, ENA, Ensembl, FlowRepository, GEO, GISAID, GenBank, IEDB, ImmPort, MGnify, MassIVE, MetaboLights, Metabolomics Workbench, NCBI Gene, Not Specified, Not applicable, Not collected, OtherRepositoryName, PRIDE, SRA, UniProt, Unknown, dbGAP,ArrayExpress"
resultUnit,The unit for the result value,True,,,Sage Bionetworks,ManifestColumn,"Not Specified, RPKM, TPM,FPKM"
transcriptType,The type of transcript reported,True,,,ImmPort,ManifestColumn,"Not Specified, Not applicable, Not collected, OtherTranscriptType, Unknown, mRNA, snRNA,lincRNA"
valueReported,The count or gene count for the transcript,True,,,Sage Bionetworks,ManifestColumn,
Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,ManifestColumn,
