Key,Key Description,columnType,Source,Parent
 Eccrine Sweat Gland,,,,ManifestColumn
 Efferent Duct,,,,ManifestColumn
 Ejaculatory Duct,,,,ManifestColumn
 Elbow Skin,,,,ManifestColumn
 Endocrine Gland,,,,ManifestColumn
 Endocrine Ovary,,,,ManifestColumn
 Endocrine Sex Organ,,,,ManifestColumn
 Endocrine Testis,,,,ManifestColumn
 Epididymis,,,,ManifestColumn
 Epigastric Lymph Node,,,,ManifestColumn
 Epitrochlear Lymph Node,,,,ManifestColumn
 Esophageal Gland,,,,ManifestColumn
 Esophageal Lymph Node,,,,ManifestColumn
 Esophagus,,,,ManifestColumn
 Exocrine Gland,,,,ManifestColumn
 Exocrine Pancreas,,,,ManifestColumn
 External Iliac Lymph Node,,,,ManifestColumn
 Extra-Abdominal Lymph Node,,,,ManifestColumn
 Extrahepatic Bile Duct,,,,ManifestColumn
 Eye,,,,ManifestColumn
 Eyelid Skin,,,,ManifestColumn
 Fallopian Tube,,,,ManifestColumn
 Female Breast,,,,ManifestColumn
 Female Prepuce,,,,ManifestColumn
 Female Urethra,,,,ManifestColumn
 Femoral Lymph Node,,,,ManifestColumn
 Fixed Lymph Node,,,,ManifestColumn
 Flexural Skin,,,,ManifestColumn
 Foot Digit Skin,,,,ManifestColumn
 Foot Skin,,,,ManifestColumn
 Fundic Gland,,,,ManifestColumn
 Gallbladder,,,,ManifestColumn
 Gastric Curvature Lymph Node,,,,ManifestColumn
 Gastric Lymph Node,,,,ManifestColumn
 Gastrohepatic Lymph Node,,,,ManifestColumn
 Glabrous Skin,,,,ManifestColumn
 Gland,,,,ManifestColumn
 Gland of Krause,,,,ManifestColumn
 Gland of Littre,,,,ManifestColumn
 Gland of Moll,,,,ManifestColumn
 Gland of Wolfring,,,,ManifestColumn
 Gonad,,,,ManifestColumn
 Hand Digit Skin,,,,ManifestColumn
 Hand Skin,,,,ManifestColumn
 Head Skin,,,,ManifestColumn
 Head and Neck Lymph Node,,,,ManifestColumn
 Heart,,,,ManifestColumn
 Hepatic Duct,,,,ManifestColumn
 Hepatic Lymph Node,,,,ManifestColumn
 Hilar Portion of the Hepatic Duct,,,,ManifestColumn
 Hilar Portion of the Left Hepatic Duct,,,,ManifestColumn
 Hilar Portion of the Right Hepatic Duct,,,,ManifestColumn
 Ileum Lymph Node,,,,ManifestColumn
 Iliac Lymph Node,,,,ManifestColumn
 Inferior Mediastinal Lymph Node,,,,ManifestColumn
 Inferior Parathyroid Gland,,,,ManifestColumn
 Infraclavicular Lymph Node,,,,ManifestColumn
 Inguinal Lymph Node,,,,ManifestColumn
 Intercalated Duct,,,,ManifestColumn
 Intercalated Duct of the Pancreas,,,,ManifestColumn
 Intercalated Duct of the Salivary Gland System,,,,ManifestColumn
 Intercostal Lymph Node,,,,ManifestColumn
 Interlobular Bile Duct,,,,ManifestColumn
 Interlobular Duct,,,,ManifestColumn
 Internal Iliac Lymph Node,,,,ManifestColumn
 Internal Mammary Lymph Node,,,,ManifestColumn
 Interval Lymph Node,,,,ManifestColumn
 Intestine,,,,ManifestColumn
 Intra-Abdominal Lymph Node,,,,ManifestColumn
 Intrahepatic Bile Duct,,,,ManifestColumn
 Intrahepatic Large Bile Duct,,,,ManifestColumn
 Intrahepatic Portion of the Left Hepatic Duct,,,,ManifestColumn
 Intrahepatic Portion of the Right Hepatic Duct,,,,ManifestColumn
 Intramammary Lymph Node,,,,ManifestColumn
 Intrathoracic Lymph Node,,,,ManifestColumn
 Intrathyroidal Parathyroid,,,,ManifestColumn
 Kidney,,,,ManifestColumn
 Knee Skin,,,,ManifestColumn
 Labial Salivary Gland,,,,ManifestColumn
 Lacrimal Gland,,,,ManifestColumn
 Lactiferous Duct,,,,ManifestColumn
 Laryngeal Mucous Salivary Gland,,,,ManifestColumn
 Left Adrenal Gland,,,,ManifestColumn
 Left Breast,,,,ManifestColumn
 Left Ear,,,,ManifestColumn
 Left Eye,,,,ManifestColumn
 Left Fallopian Tube,,,,ManifestColumn
 Left Hepatic Duct,,,,ManifestColumn
 Left Kidney,,,,ManifestColumn
 Left Lung,,,,ManifestColumn
 Left Lung Alveolar Duct,,,,ManifestColumn
 Left Ovary,,,,ManifestColumn
 Left Seminal Vesicle,,,,ManifestColumn
 Left Testis,,,,ManifestColumn
 Left Ureter,,,,ManifestColumn
 Leg Skin,,,,ManifestColumn
 Lingual Salivary Gland,,,,ManifestColumn
 Lingual Tonsil,,,,ManifestColumn
 Liver,,,,ManifestColumn
 Lower Gastrointestinal Tract Lymph Node,,,,ManifestColumn
 Lower Jugular Lymph Node Group (Level IV),,,,ManifestColumn
 Lung,,,,ManifestColumn
 Lymph Node,,,,ManifestColumn
 Lymph Node by Anatomic Site,,,,ManifestColumn
 Lymph Node of Inguinal Region or Leg,,,,ManifestColumn
 Main Pancreatic and Accessory Ducts,,,,ManifestColumn
 Major Salivary Gland,,,,ManifestColumn
 Male Breast,,,,ManifestColumn
 Male Prepuce,,,,ManifestColumn
 Male Urethra,,,,ManifestColumn
 Mammary Gland,,,,ManifestColumn
 Medial Supraclavicular Lymph Node,,,,ManifestColumn
 Median Or Lower Cervical Lymph Node,,,,ManifestColumn
 Mediastinal Lymph Node,,,,ManifestColumn
 Meibomian Gland,,,,ManifestColumn
 Mesenteric Lymph Node,,,,ManifestColumn
 Middle Jugular Lymph Node Group (Level III),,,,ManifestColumn
 Minor Salivary Gland,,,,ManifestColumn
 Montgomery Tubercle,,,,ManifestColumn
 Mucous Salivary Gland,,,,ManifestColumn
 Mullerian Duct,,,,ManifestColumn
 Nasolacrimal Duct,,,,ManifestColumn
 Neck Lymph Node Boundary Level III,,,,ManifestColumn
 Neck Lymph Node Boundary Level IV,,,,ManifestColumn
 Neck Lymph Node Boundary Level VI,,,,ManifestColumn
 Neck Lymph Node Boundary Level VII,,,,ManifestColumn
 Neck Lymph Node Boundary Levels I-IV,,,,ManifestColumn
 Neck Lymph Node Boundary Levels II-IV,,,,ManifestColumn
 Neck Lymph Node Boundary Levels and Sublevels,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel IA,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel IB,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel IIA,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel IIB,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel VA,,,,ManifestColumn
 Neck Lymph Node Boundary Sublevel VB,,,,ManifestColumn
 Neck Lymph Node Groups,,,,ManifestColumn
 Neck Skin,,,,ManifestColumn
 Non-Glabrous Skin,,,,ManifestColumn
 Nose,,,,ManifestColumn
 Not applicable,,,,ManifestColumn
 Not collected,,,,ManifestColumn
 Nuchal Lymph Node,,,,ManifestColumn
 Obturator Lymph Node,,,,ManifestColumn
 Occipital Lymph Node,,,,ManifestColumn
 Occipital Scalp,,,,ManifestColumn
 Organ of Special Sense,,,,ManifestColumn
 Other,,,,ManifestColumn
 Ovary,,,,ManifestColumn
 Palatine Salivary Gland,,,,ManifestColumn
 Palatine Tonsil,,,,ManifestColumn
 Pancreas,,,,ManifestColumn
 Pancreatic Duct,,,,ManifestColumn
 Pancreatic Lymph Node,,,,ManifestColumn
 Paraaortic Lymph Node,,,,ManifestColumn
 Paracaval Lymph Node,,,,ManifestColumn
 Paralaryngeal Lymph Node,,,,ManifestColumn
 Parapharyngeal Lymph Node,,,,ManifestColumn
 Parathyroid Gland,,,,ManifestColumn
 Paratracheal Lymph Node,,,,ManifestColumn
 Parotid Duct,,,,ManifestColumn
 Parotid Gland,,,,ManifestColumn
 Parotid Gland Lymph Node,,,,ManifestColumn
 Pectoral Lymph Node,,,,ManifestColumn
 Pelvic Lymph Node,,,,ManifestColumn
 Penis,,,,ManifestColumn
 Pericardial Lymph Node,,,,ManifestColumn
 Perifacial Lymph Node,,,,ManifestColumn
 Perihilar Lymph Node,,,,ManifestColumn
 Perirectal Lymph Node,,,,ManifestColumn
 Peristomal Skin,,,,ManifestColumn
 Peritoneal Lymph Node,,,,ManifestColumn
 Pharyngeal Tonsil,,,,ManifestColumn
 Pineal Gland,,,,ManifestColumn
 Pituitary Gland,,,,ManifestColumn
 Popliteal Lymph Node,,,,ManifestColumn
 Porta Hepatis Lymph Node,,,,ManifestColumn
 Portacaval Lymph Node,,,,ManifestColumn
 Portal Lymph Node,,,,ManifestColumn
 Posterior Cervical Lymph Node,,,,ManifestColumn
 Posterior Triangle Lymph Node Group (Sublevels VA and VB),,,,ManifestColumn
 Preauricular Lymph Node,,,,ManifestColumn
 Pregnant Uterus,,,,ManifestColumn
 Prelaryngeal Lymph Node,,,,ManifestColumn
 Prepuce,,,,ManifestColumn
 Presacral Lymph Node,,,,ManifestColumn
 Pretracheal Lymph Node,,,,ManifestColumn
 Prostate Gland,,,,ManifestColumn
 Prostatic Duct,,,,ManifestColumn
 Pulmonary Hilar Lymph Node,,,,ManifestColumn
 Pyloric Gland,,,,ManifestColumn
 Regional Lymph Node,,,,ManifestColumn
 Renal Lymph Node,,,,ManifestColumn
 Retroauricular Lymph Node,,,,ManifestColumn
 Retrocrural Lymph Node,,,,ManifestColumn
 Retroperitoneal Lymph Node,,,,ManifestColumn
 Retropharyngeal Lymph Node,,,,ManifestColumn
 Retrosacral Lymph Node,,,,ManifestColumn
 Right Adrenal Gland,,,,ManifestColumn
 Right Breast,,,,ManifestColumn
 Right Ear,,,,ManifestColumn
 Right Eye,,,,ManifestColumn
 Right Fallopian Tube,,,,ManifestColumn
 Right Hepatic Duct,,,,ManifestColumn
 Right Kidney,,,,ManifestColumn
 Right Lung,,,,ManifestColumn
 Right Lung Alveolar Duct,,,,ManifestColumn
 Right Lymphatic Duct,,,,ManifestColumn
 Right Ovary,,,,ManifestColumn
 Right Seminal Vesicle,,,,ManifestColumn
 Right Testis,,,,ManifestColumn
 Right Ureter,,,,ManifestColumn
 Sacral Lymph Node,,,,ManifestColumn
 Salivary Gland,,,,ManifestColumn
 Scalene Lymph Node,,,,ManifestColumn
 Scalp,,,,ManifestColumn
 Scrotum,,,,ManifestColumn
 Sebaceous Gland,,,,ManifestColumn
 Sebaceous Gland Duct,,,,ManifestColumn
 Sebaceous Gland of the Eyelash,,,,ManifestColumn
 Semicircular Duct,,,,ManifestColumn
 Seminal Vesicle,,,,ManifestColumn
 Sentinel Lymph Node,,,,ManifestColumn
 Seromucous Salivary Gland,,,,ManifestColumn
 Serous Salivary Gland,,,,ManifestColumn
 Skene Gland,,,,ManifestColumn
 Skin,,,,ManifestColumn
 Skin Around the Eye,,,,ManifestColumn
 Skin Around the Mouth,,,,ManifestColumn
 Skin Between the Eyebrows,,,,ManifestColumn
 Skin Of The Axilla,,,,ManifestColumn
 Skin Of The Back,,,,ManifestColumn
 Skin Of The Chin,,,,ManifestColumn
 Skin of the Bending Joint,,,,ManifestColumn
 Skin of the Buttock,,,,ManifestColumn
 Skin of the Chest,,,,ManifestColumn
 Skin of the Extremity,,,,ManifestColumn
 Skin of the Face,,,,ManifestColumn
 Skin of the Forearm,,,,ManifestColumn
 Skin of the Infrascapular Region,,,,ManifestColumn
 Skin of the Inguinal Region,,,,ManifestColumn
 Skin of the Lip,,,,ManifestColumn
 Skin of the Lower Extremity,,,,ManifestColumn
 Skin of the Lower Limb and Hip,,,,ManifestColumn
 Skin of the Palm,,,,ManifestColumn
 Skin of the Scalp and Neck,,,,ManifestColumn
 Skin of the Sole,,,,ManifestColumn
 Skin of the Trunk,,,,ManifestColumn
 Skin of the Upper Extremity,,,,ManifestColumn
 Skin of the Upper Limb and Shoulder,,,,ManifestColumn
 Skinfold,,,,ManifestColumn
 Spermatic Cord,,,,ManifestColumn
 Spinal Cord,,,,ManifestColumn
 Spleen,,,,ManifestColumn
 Splenic Hilar Lymph Node,,,,ManifestColumn
 Splenic Lymph Node,,,,ManifestColumn
 Stomach,,,,ManifestColumn
 Striated Duct,,,,ManifestColumn
 Subcarinal Lymph Node,,,,ManifestColumn
 Sublingual Lymph Node,,,,ManifestColumn
 Sublingual Salivary Gland,,,,ManifestColumn
 Submandibular Duct,,,,ManifestColumn
 Submandibular Gland,,,,ManifestColumn
 Submandibular Lymph Node,,,,ManifestColumn
 Submandibular Lymph Node Group (Sublevel IB),,,,ManifestColumn
 Submental Lymph Node,,,,ManifestColumn
 Submental Lymph Node Group (Sublevel IA),,,,ManifestColumn
 Subsegmental Lymph Node,,,,ManifestColumn
 Superficial Cervical Lymph Node,,,,ManifestColumn
 Superficial Lymph Node,,,,ManifestColumn
 Superior Mediastinal Lymph Node Group (Level VII),,,,ManifestColumn
 Superior Parathyroid Gland,,,,ManifestColumn
 Supraclavicular Lymph Node,,,,ManifestColumn
 Suprapubic Skin,,,,ManifestColumn
 Sweat Gland,,,,ManifestColumn
 Sweat Gland Duct,,,,ManifestColumn
 Testis,,,,ManifestColumn
 Thoracic Duct,,,,ManifestColumn
 Thoracic Lymph Node,,,,ManifestColumn
 Thymus Gland,,,,ManifestColumn
 Thyroid Gland,,,,ManifestColumn
 Tongue,,,,ManifestColumn
 Tonsil,,,,ManifestColumn
 Trachea,,,,ManifestColumn
 Tracheobronchial Lymph Node,,,,ManifestColumn
 Tracheobronchial Tree,,,,ManifestColumn
 Unknown,,,,ManifestColumn
 Upper Cervical Lymph Node,,,,ManifestColumn
 Upper Jugular Lymph Node Group (Sublevels IIA and IIB),,,,ManifestColumn
 Upper Paratracheal Lymph Node,,,,ManifestColumn
 Ureter,,,,ManifestColumn
 Urethra,,,,ManifestColumn
 Urethral Gland,,,,ManifestColumn
 Uterus,,,,ManifestColumn
 Utriculosaccular Duct,,,,ManifestColumn
 Vagina,,,,ManifestColumn
 Vas Deferens,,,,ManifestColumn
 Vulva,,,,ManifestColumn
 Wrist Skin,,,,ManifestColumn
